OBJECTID,the_geom,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_Altern,DesDate,LandmarkTy,URL_REPORT
979,"MULTIPOLYGON (((-73.90844092160202 40.895690135700384, -73.90925919196773 40.89559378878689, -73.90936190241074 40.89579449206874, -73.90946260273384 40.89576726749343, -73.9095155636239 40.89556360226431, -73.90991329808907 40.895516767554746, -73.91013717933151 40.89549040476497, -73.91002731883141 40.895539227220446, -73.91002880286192 40.89564307137552, -73.90991558096019 40.89565448766999, -73.90964736776331 40.89568153032522, -73.90955130489135 40.89571252452265, -73.90964082355015 40.89588373264444, -73.90839004100951 40.896244361665914, -73.90841277192132 40.895997567663706, -73.90844092160202 40.895690135700384)))",BX,5912,13,4765 Henry Hudson Parkway,2059120013,Riverdale Presbyterian Church,LP-00128,"Borough of The Bronx Tax Map Block 5912, Lot 13.",,04/19/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0128.pdf
980,"MULTIPOLYGON (((-73.87938748140598 40.86887478306599, -73.87945745289308 40.868789189010315, -73.87947170419996 40.86877411169214, -73.87953020286142 40.86871377604528, -73.8795722554005 40.86867586430593, -73.87961074588107 40.86864504739392, -73.87969188870068 40.86859088653083, -73.87984592416524 40.868483682554356, -73.88004409792748 40.86837265666049, -73.88005587332435 40.86839115235053, -73.88129540645919 40.8677260384825, -73.8813060520267 40.86775827255616, -73.88150634244013 40.868364679019805, -73.88108809054538 40.868629406022805, -73.88100583181514 40.86867869416662, -73.87987265047539 40.86929021130526, -73.87957594532494 40.86945032243962, -73.87938748140598 40.86887478306599)))",BX,3325,5,3016 Webster Avenue,2033250005,52nd Police Precinct Station House,LP-00771,"Borough of The Bronx Tax Map Block 3325, Lot 5.",,06/18/1974 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0771.pdf
981,"MULTIPOLYGON (((-73.90064659999787 40.87737102830643, -73.90101802180152 40.87756458134925, -73.90078913704265 40.87780424865423, -73.90036065319262 40.877557746474466, -73.90064659999787 40.87737102830643)))",BX,3257,111,3101 Kingsbridge Terrace,2032570111,40th Police Precinct Station House,LP-01285,"Borough of the Bronx Tax Map Block 3257, Lot 111.",later the 50th Police Precinct Station House,07/15/1986 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1285.pdf
982,"MULTIPOLYGON (((-73.88594968130955 40.87883943425289, -73.88787577791231 40.87716551626128, -73.88796087942019 40.87697707542875, -73.88804081987418 40.877683340036135, -73.88653269228102 40.878994015747324, -73.88642354963076 40.879088865726544, -73.88627756961253 40.878988301378435, -73.8862494407132 40.87896153097126, -73.88621652415395 40.87893092246046, -73.88617465574394 40.878902674294935, -73.88613015370554 40.87888196059844, -73.88606568698987 40.8788653730229, -73.88594968130955 40.87883943425289)))",BX,3251,401,3205 Jerome Avenue,2032510401,High Pumping Station,LP-01080,"Borough of The Bronx, Tax Map Block 3251, Lot 401 in part.",,07/28/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1080.pdf
983,"MULTIPOLYGON (((-73.79086395451702 40.84780795391234, -73.791289441159 40.84771638060417, -73.79129590581175 40.8477762850958, -73.7913034662738 40.847876231159404, -73.79130672744417 40.8479121127627, -73.79132763369694 40.84806076820311, -73.79133092704481 40.84808639953348, -73.79133313522284 40.84809921486355, -73.79134423145832 40.8481479201715, -73.79134736942477 40.84822309012468, -73.79134162019511 40.84826322467112, -73.79133814998953 40.84829396848037, -73.79132452401595 40.84833494154569, -73.79130639771172 40.84837590736807, -73.79128149857442 40.84842454755415, -73.79121149130536 40.84851068823704, -73.79122272187044 40.848515833277155, -73.79123392413464 40.848530374024236, -73.7912350066185 40.84854404278772, -73.79123290321026 40.84855036675567, -73.79122589208109 40.84855915549994, -73.79118816241183 40.84859134832458, -73.79086395451702 40.84780795391234)))",BX,5633,36,21 Tier Street,2056330036,21 Tier Street House,LP-02063,"Borough of the Bronx Tax Map Block 5633, Lot 36.",,06/20/2000 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2063.pdf
984,"MULTIPOLYGON (((-73.91039381566485 40.89670344990774, -73.91041595238876 40.89666935493292, -73.91060414038776 40.89637950156279, -73.91077196035158 40.89612332466298, -73.91092948767822 40.89587795889014, -73.91137464289912 40.89609961541482, -73.91142898642147 40.89612766489571, -73.91139370600071 40.896735372158005, -73.91105382577166 40.89752126523375, -73.91102220557555 40.89750507086849, -73.91099114462726 40.897486894059064, -73.91097328459554 40.89747515327892, -73.91094189193022 40.89744594436591, -73.91090896055498 40.89741374104651, -73.91088791035405 40.897390694010085, -73.91085687456723 40.89735382312698, -73.91083975230299 40.897332677335676, -73.91082548670046 40.89731315732187, -73.91080509743782 40.89728401720226, -73.91077412398278 40.897235261750566, -73.91064446545565 40.897038512767196, -73.91051519140343 40.896848521164074, -73.91048803690275 40.89680970273671, -73.91046835999497 40.89678583364291, -73.91044399863486 40.89675527661501, -73.91041756510975 40.89672749146615, -73.91039381566485 40.89670344990774)))",BX,5914,315,640 West 249th Street,2059140315,Anthony Campagna Estate,LP-01887,"Borough of The Bronx Tax Map Block 5914, Lot 315.",now Yeshiva of the Telshe Alumni School,11/16/1993 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1887.pdf
985,"MULTIPOLYGON (((-73.87555425285558 40.878836101434345, -73.87559279752094 40.87882421602732, -73.87559998812989 40.878830644257384, -73.8756104821463 40.87883999362848, -73.87561940235656 40.87884778345831, -73.87563045853086 40.87885724059148, -73.87564765240597 40.87887153455437, -73.87565834469467 40.87888017995307, -73.8756696853302 40.878889155627824, -73.87568332348583 40.878899690719955, -73.87569594444614 40.87890919905911, -73.8757078585099 40.87891796823545, -73.8757157812787 40.87892369306512, -73.87572356439367 40.878929235845305, -73.87573148865788 40.87893479678669, -73.87573897111152 40.878939974544515, -73.87574987807231 40.87894739820358, -73.8757644858915 40.878957112184445, -73.87577983835551 40.87896705118639, -73.87579691080445 40.878977788068674, -73.87581049620066 40.878986101585056, -73.87582300234466 40.8789935809873, -73.87583257206899 40.87899919411941, -73.87584174613558 40.87900448625138, -73.87585159708385 40.87901007627179, -73.87586103695443 40.87901534347448, -73.87586834245432 40.879019356702585, -73.8756828132607 40.87918271982749, -73.87555425285558 40.878836101434345)))",BX,3343,185,3400 Resevoir Oval,2033430185,Williamsbridge Reservoir Keeper's House,LP-02047,"Borough of the Bronx Tax Map Block 3343, Lot 185.",,02/08/2000 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2047.pdf
986,"MULTIPOLYGON (((-73.91240575470464 40.895175583916085, -73.91240579270732 40.895099018425455, -73.91248673992109 40.89498221220111, -73.91252432950877 40.89492806662477, -73.91256594427362 40.894864900326034, -73.91261686629632 40.8947817475925, -73.9126579784126 40.894714447653044, -73.91271234050546 40.89461765603277, -73.91274102806928 40.894564675181726, -73.9128028982367 40.89445054315087, -73.91287979984159 40.89428388363736, -73.91298687344293 40.894321160726314, -73.9133605112084 40.8944124555684, -73.91332913738077 40.894501980736564, -73.91362996329947 40.89457482670831, -73.91359180189846 40.894689027354985, -73.91415272763957 40.89482614215747, -73.91409040493669 40.895008221545865, -73.91399445290563 40.8952814958501, -73.91398106401904 40.89535991359209, -73.91240575470464 40.895175583916085)))",BX,5925,411,690 West 247th Street,2059250411,"William E. and Melissa Phelps Dodge House, Greystone",LP-00672,"Borough of The Bronx Tax Map Block 5925, Lot 411.",,10/13/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0672.pdf
987,"MULTIPOLYGON (((-73.89941010884498 40.86842669600382, -73.89920800860479 40.86869522476366, -73.89941858184167 40.86878910441202, -73.89941762636525 40.868792617288356, -73.89941436819684 40.86880334467856, -73.8994126151836 40.86880868755432, -73.89940886842994 40.86881932266855, -73.89940479793779 40.86882989086422, -73.89940264174038 40.86883514604087, -73.89939322129035 40.86885596974668, -73.89939066786125 40.86886112282151, -73.89938532742259 40.86887135852907, -73.89936745293905 40.868901465208765, -73.89936088775778 40.8689112829205, -73.8993504839829 40.868925785230864, -73.89934686826685 40.868930558272076, -73.89934318024112 40.868935297932, -73.89932771690015 40.86895392547045, -73.89930243336444 40.868980797421536, -73.89928888490846 40.86899371752382, -73.899283871909 40.86899842630925, -73.89927984416823 40.8690026776054, -73.89884738802552 40.86945115988378, -73.89679801901403 40.86853635356085, -73.89748114051281 40.86762713410154, -73.89837788796362 40.86776822179298, -73.89839898038035 40.86777252219405, -73.89840468421814 40.8677736987529, -73.89842708334527 40.86777831907262, -73.89843410580941 40.86777977864394, -73.898448143598 40.86778271308732, -73.89846217661552 40.86778566553458, -73.89848321067329 40.86779012705652, -73.89851123503658 40.86779613816187, -73.8985252370948 40.86779917161828, -73.89854622827514 40.867803752856105, -73.89855322097276 40.86780528893557, -73.89857419190773 40.86780992508034, -73.89859514617841 40.867814600828204, -73.89860212696821 40.867816168411395, -73.8986160849696 40.867819317080674, -73.89865094842716 40.867827265710645, -73.89867184554592 40.867832089074625, -73.89868576783343 40.86783532595205, -73.89869968297769 40.86783858083136, -73.89870785180271 40.867840506945406, -73.89874124066122 40.86784856681479, -73.89875492164367 40.86785214025516, -73.89876173714089 40.867853982332896, -73.89878207534628 40.867859734491645, -73.8988022434212 40.86786581967866, -73.89881559125698 40.86787006098282, -73.89882885702588 40.867874447192264, -73.89884203598182 40.86787897920338, -73.89884859453696 40.867881299210644, -73.89886164149837 40.86788604722129, -73.89887459690758 40.86789093742753, -73.89888104013218 40.86789343562878, -73.89889385169056 40.86789853822229, -73.89890656695485 40.86790378120639, -73.89891288773737 40.86790645399351, -73.89892544729447 40.86791190575263, -73.8989379046334 40.867917493394785, -73.8989502538219 40.867923217815246, -73.89896249249036 40.86792907721101, -73.89897461708154 40.86793507067854, -73.8989866276009 40.867941194615874, -73.8989985204859 40.86794745172144, -73.89900442178025 40.86795062841044, -73.89901613288396 40.86795707986075, -73.89902771924422 40.86796365907025, -73.89903917849287 40.86797036333538, -73.89905051062856 40.86797719355669, -73.89906171090915 40.86798414792905, -73.89906726056691 40.86798767099562, -73.89908370761418 40.86799842101549, -73.89909450048549 40.86800573612457, -73.89910515201895 40.86801317087421, -73.8991156610353 40.86802072076083, -73.89912602634968 40.86802838488305, -73.89913624203238 40.86803616233516, -73.89914631045855 40.86804405131833, -73.8991611281022 40.86805608940375, -73.89917081416492 40.86806424909795, -73.89918034467588 40.86807251491314, -73.89918971371083 40.86808088234177, -73.89919434063741 40.86808510607727, -73.89919892601053 40.86808935408949, -73.89920346982872 40.86809362727891, -73.89921685907677 40.86810659431483, -73.89922123905193 40.868110965513786, -73.89922557628874 40.86811536008799, -73.89922987197201 40.86811977893895, -73.89923412728939 40.86812422116722, -73.89923833868214 40.86812868676967, -73.89924250852266 40.8681331757484, -73.89924663444003 40.868137687200885, -73.89925071643549 40.8681422202266, -73.89925475688013 40.86814677572817, -73.89925875340016 40.868151354603924, -73.8992666146759 40.86816057617475, -73.89927047824547 40.86816521886876, -73.89927807599388 40.86817456717772, -73.89928549331533 40.86818399817372, -73.89928913372479 40.86818874332814, -73.89929272902754 40.868193509154295, -73.8992962792262 40.86819829385125, -73.8992997855043 40.868203099221034, -73.89930324549208 40.86820792346058, -73.89930665681992 40.86821276476686, -73.89931002304232 40.86821762584446, -73.89931334416062 40.86822250579282, -73.89931661661754 40.86822740370846, -73.89932302385348 40.868237251647685, -73.89933527219543 40.868257154143656, -73.89933821470805 40.86826217153589, -73.89934395731848 40.86827225302134, -73.89934675623013 40.86827731711351, -73.89934950529813 40.868282396470434, -73.8993522092661 40.86828749199681, -73.89935486339311 40.868292600986955, -73.89936975808598 40.86832354938866, -73.8993743293996 40.86833397113644, -73.89937869898378 40.868344442235056, -73.89938287158876 40.868354959086666, -73.89939061163152 40.86837612643466, -73.89941010884498 40.86842669600382)))",BX,3247,2,29 West Kingsbridge Road,2032470002,Eighth Coastal Artillery Armory,LP-00823,"Borough of the Bronx Tax Map Block 3247, Lot 2.","later the Eighth Regiment Armory, designated as the Kingsbridge Armory",09/24/1974 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0823.pdf
988,"MULTIPOLYGON (((-73.91141467846663 40.8945612372715, -73.91152337304638 40.89454832933561, -73.91166096780485 40.89453199095787, -73.91186929690812 40.894585473307274, -73.91187742447309 40.89466783425649, -73.91187806120483 40.89472014120666, -73.91186796613604 40.89477022657179, -73.91171969969005 40.89504790654704, -73.91171270762642 40.89508996644666, -73.91171207401409 40.89509258637281, -73.91158973730893 40.895065545736806, -73.91149957439987 40.89484406724224, -73.91146971779725 40.894763570719576, -73.91145004467319 40.89470052889419, -73.91141467846663 40.8945612372715)))",BX,5924,480,4695 Independence Avenue,2059240480,Greyston Gatehouse,LP-02396,"Borough of the Bronx Tax Map Block 5924, Lot 480.",,03/22/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2396.pdf
989,"MULTIPOLYGON (((-73.91002880286192 40.89564307137552, -73.91003063833323 40.895771336947526, -73.90991805936875 40.89580379627179, -73.90964082355015 40.89588373264444, -73.90955130489135 40.89571252452265, -73.90964736776331 40.89568153032522, -73.90991558096019 40.89565448766999, -73.91002880286192 40.89564307137552)))",BX,5912,55,4765 Henry Hudson Parkway,2059120055,Riverdale Presbyterian Church Rectory,LP-00129,"Borough of The Bronx Tax Map Block 5912, Lot 55.",also known as Duff House,04/19/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0129.pdf
990,"MULTIPOLYGON (((-73.96510256820271 40.69902405336421, -73.96463037556757 40.69897530227387, -73.96465361646003 40.69884491433426, -73.96487390854605 40.69886765847684, -73.96492175866095 40.69859919523254, -73.96470146744562 40.69857645118077, -73.96472503677924 40.69844421907163, -73.96519722572215 40.698492969776886, -73.96510256820271 40.69902405336421)))",BK,2023,150,Hospital Road,3020230150,U.S. Naval Hospital,LP-00003,"Borough Brooklyn Tax Map Block 2023 in part, consisting of the land on which the described building is situated,",,10/14/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0003.pdf
991,"MULTIPOLYGON (((-73.96547666384198 40.69933502841534, -73.96541511562563 40.69932867573433, -73.96540167787654 40.69940408779384, -73.9653302695808 40.69939616251032, -73.96534361010312 40.69932129523967, -73.9653067741821 40.69931749298568, -73.96533095253794 40.69918180928536, -73.96550084067525 40.69919934467933, -73.96547666384198 40.69933502841534)))",BK,2023,150,Flushing Avenue opposite Ryerson Street,3020230150,Surgeon's House,LP-00940,"Borough of Brooklyn Tax Map Block 2023, Lot 150 in part consisting of the land on which the describer building is situated.",,11/09/1976 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0940.pdf
992,"MULTIPOLYGON (((-73.96532972571352 40.66097143458938, -73.96529593073318 40.66096841036991, -73.96525424986709 40.66096468135591, -73.96518726177094 40.6609542106085, -73.9652297942239 40.66067854656369, -73.96525448644387 40.66068075578766, -73.96530174954741 40.660684984471345, -73.96533157304455 40.66068430276753, -73.96537344884614 40.66068804982267, -73.96532972571352 40.66097143458938)))",BK,1117,1,Prospect Park,3011170001,Boathouse,LP-00004,"Borough of Brooklyn Tax Map Block 1117 in part, consisting of the land on which the described building is situated.","Lullwater, now Prospect Park Audubon Center",10/14/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0004.pdf
993,"MULTIPOLYGON (((-74.1024750123914 40.64461421772993, -74.10228895440507 40.64457325578322, -74.1023545679966 40.644400339238565, -74.10239394846795 40.64429655542162, -74.10241985869814 40.6443022605483, -74.10255689714326 40.64433243006802, -74.10258000574717 40.644337517199716, -74.10254062554104 40.6444413010799, -74.10251827373011 40.64450020682582, -74.10248232565503 40.644594945516296, -74.1024750123914 40.64461421772993)))",SI,76,200,914-1000 Richmond Terrace,5000760200,"Sailors' Snug Harbor, Building B",LP-00023,"Borough of Richmond Tax Map Block 76, Lot 1 in part, consisting of the land on which the described building is situated.",now the Snug Harbor Cultural Center,10/14/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0023.pdf
994,"MULTIPOLYGON (((-74.10277345008247 40.6447102168578, -74.1025876127979 40.64466930382509, -74.10271348557467 40.64433757456039, -74.10289932201249 40.64437848739115, -74.10277345008247 40.6447102168578)))",SI,76,200,914-1000 Richmond Terrace,5000760200,"Sailors' Snug Harbor, Building A",LP-00022,"Borough of Richmond Tax Map Block 76, Lot 1 in part, consisting of the land on which the described building is situated.",now the Snug Harbor Cultural Center,10/14/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0022.pdf
